,cvTerm,dataRating,deviceCategoryCode,deviceCode,deviceId,deviceLink,deviceName,hasDeviceData
2356,{'device': []},"[{'dateFrom': '2014-12-12T01:01:08.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",ACCELEROMETER,TETRA2V2ACCELERO20,23348,http://data.oceannetworks.ca/DeviceListing?DeviceId=23348,Tetra2 v2.0 Accelerometer (S/N 20),True
2357,{'device': []},"[{'dateFrom': '2014-12-12T00:48:36.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",ACCELEROMETER,TETRA2V2ACCELERO29,23349,http://data.oceannetworks.ca/DeviceListing?DeviceId=23349,Tetra2 v2.0 Accelerometer (S/N 29),True
2358,{'device': []},"[{'dateFrom': '2014-05-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",ACCELEROMETER,TETRA2V2ACCELERO3,22858,http://data.oceannetworks.ca/DeviceListing?DeviceId=22858,Tetra2 v2.0 Accelerometer (S/N 3),True
2359,{'device': []},"[{'dateFrom': '2014-12-12T01:00:28.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",ACCELEROMETER,TETRA2V2ACCELERO36,23350,http://data.oceannetworks.ca/DeviceListing?DeviceId=23350,Tetra2 v2.0 Accelerometer (S/N 36),True
2360,{'device': []},"[{'dateFrom': '2014-12-12T01:03:26.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",ACCELEROMETER,TETRA2V2ACCELERO37,23351,http://data.oceannetworks.ca/DeviceListing?DeviceId=23351,Tetra2 v2.0 Accelerometer (S/N 37),True
2361,{'device': []},"[{'dateFrom': '2014-05-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",ACCELEROMETER,TETRA2V2ACCELERO4,22859,http://data.oceannetworks.ca/DeviceListing?DeviceId=22859,Tetra2 v2.0 Accelerometer (S/N 4),True
2362,{'device': []},"[{'dateFrom': '2014-12-12T01:05:03.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",ACCELEROMETER,TETRA2V2ACCELERO70,23352,http://data.oceannetworks.ca/DeviceListing?DeviceId=23352,Tetra2 v2.0 Accelerometer (S/N 70),True
2363,{'device': []},"[{'dateFrom': '2014-10-20T23:49:05.000Z', 'dateTo': None, 'samplePeriod': 5.0, 'sampleSize': 1}]",RAIN_GAUGE,TEXASELECTRONICSTE525M54817-313,22908,http://data.oceannetworks.ca/DeviceListing?DeviceId=22908,Texas Electronics TR525M Rain Gauge (SN 54817-313),True
2364,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0710/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2017-01-18T00:00:00.000Z', 'dateTo': '2018-08-30T16:30:00.000Z', 'samplePeriod': 3600.0, 'sampleSize': 1}, {'dateFrom': '2018-08-30T16:30:00.000Z', 'dateTo': None, 'samplePeriod': 1800.0, 'sampleSize': 1}]",WAVE_BUOY,TRIAXYSWAVEBUOY_TAS01660,24440,http://data.oceannetworks.ca/DeviceListing?DeviceId=24440,TRIAXYS Wave Buoy TAS01660,True
2365,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0710/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2017-01-18T00:00:00.000Z', 'dateTo': '2019-01-22T19:00:00.000Z', 'samplePeriod': 3600.0, 'sampleSize': 1}, {'dateFrom': '2019-01-22T19:00:00.000Z', 'dateTo': '2019-12-21T07:45:00.000Z', 'samplePeriod': 1800.0, 'sampleSize': 1}, {'dateFrom': '2019-12-21T07:45:00.000Z', 'dateTo': '2020-01-15T15:00:00.000Z', 'samplePeriod': 7200.0, 'sampleSize': 1}, {'dateFrom': '2020-01-15T15:00:00.000Z', 'dateTo': '2020-04-02T19:00:00.000Z', 'samplePeriod': 1800.0, 'sampleSize': 1}, {'dateFrom': '2020-04-02T19:00:00.000Z', 'dateTo': '2020-07-22T14:00:00.000Z', 'samplePeriod': 14400.0, 'sampleSize': 1}, {'dateFrom': '2020-07-22T14:00:00.000Z', 'dateTo': None, 'samplePeriod': 3600.0, 'sampleSize': 1}]",WAVE_BUOY,TRIAXYSWAVEBUOY_TAS03140,24431,http://data.oceannetworks.ca/DeviceListing?DeviceId=24431,TRIAXYS Wave Buoy TAS03140,True
2366,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0710/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2010-03-11T00:00:00.000Z', 'dateTo': '2019-12-21T07:45:00.000Z', 'samplePeriod': 1800.0, 'sampleSize': 1}, {'dateFrom': '2019-12-21T07:45:00.000Z', 'dateTo': '2020-08-10T11:00:00.000Z', 'samplePeriod': 7200.0, 'sampleSize': 1}, {'dateFrom': '2020-08-10T11:00:00.000Z', 'dateTo': None, 'samplePeriod': 1800.0, 'sampleSize': 1}]",WAVE_BUOY,TRIAXYSWAVEBUOY_TAS03150,24177,http://data.oceannetworks.ca/DeviceListing?DeviceId=24177,TRIAXYS Wave Buoy TAS03150,True
2367,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0710/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2018-02-27T19:00:00.000Z', 'dateTo': None, 'samplePeriod': 1800.0, 'sampleSize': 1}]",WAVE_BUOY,TRIAXYSWAVEBUOY_TAS04491,23128,http://data.oceannetworks.ca/DeviceListing?DeviceId=23128,TRIAXYS Wave Buoy TAS04491,True
2368,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0710/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2018-05-04T00:00:00.000Z', 'dateTo': '2019-12-19T16:00:00.000Z', 'samplePeriod': 1800.0, 'sampleSize': 1}, {'dateFrom': '2019-12-19T16:00:00.000Z', 'dateTo': '2020-09-24T14:30:00.000Z', 'samplePeriod': 7200.0, 'sampleSize': 1}, {'dateFrom': '2020-09-24T14:30:00.000Z', 'dateTo': '2022-02-14T18:00:00.000Z', 'samplePeriod': 1800.0, 'sampleSize': 1}, {'dateFrom': '2022-02-14T18:00:00.000Z', 'dateTo': None, 'samplePeriod': 7200.0, 'sampleSize': 1}]",WAVE_BUOY,TRIAXYSWAVEBUOY_TAS04501,24305,http://data.oceannetworks.ca/DeviceListing?DeviceId=24305,TRIAXYS Wave Buoy TAS04501,True
2369,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0710/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2018-06-18T17:27:28.000Z', 'dateTo': '2021-11-29T15:00:00.000Z', 'samplePeriod': 1800.0, 'sampleSize': 1}, {'dateFrom': '2021-11-29T15:00:00.000Z', 'dateTo': '2022-04-14T16:00:00.000Z', 'samplePeriod': 7200.0, 'sampleSize': 1}, {'dateFrom': '2022-04-14T16:00:00.000Z', 'dateTo': None, 'samplePeriod': 14400.0, 'sampleSize': 1}]",WAVE_BUOY,TRIAXYSWAVEBUOY_TAS04641,24035,http://data.oceannetworks.ca/DeviceListing?DeviceId=24035,TRIAXYS Wave Buoy TAS04641,True
2370,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0710/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2018-07-29T16:03:45.000Z', 'dateTo': '2019-12-21T07:45:00.000Z', 'samplePeriod': 1800.0, 'sampleSize': 1}, {'dateFrom': '2019-12-21T07:45:00.000Z', 'dateTo': '2020-10-29T16:00:00.000Z', 'samplePeriod': 7200.0, 'sampleSize': 1}, {'dateFrom': '2020-10-29T16:00:00.000Z', 'dateTo': None, 'samplePeriod': 1800.0, 'sampleSize': 1}]",WAVE_BUOY,TRIAXYSWAVEBUOY_TAS04651,28579,http://data.oceannetworks.ca/DeviceListing?DeviceId=28579,TRIAXYS Wave Buoy TAS04651,True
2371,{'device': []},"[{'dateFrom': '2012-05-07T00:00:00.000Z', 'dateTo': '2012-08-25T12:47:01.000Z', 'samplePeriod': 60.0, 'sampleSize': 0}, {'dateFrom': '2012-08-25T12:47:01.000Z', 'dateTo': None, 'samplePeriod': 10.0, 'sampleSize': 0}]",NAV,TTSAILOR3026-10106534,512,http://data.oceannetworks.ca/DeviceListing?DeviceId=512,Thrane and Thrane SAILOR 10106534,True
2372,{'device': []},"[{'dateFrom': '2014-08-25T18:08:29.000Z', 'dateTo': None, 'samplePeriod': 10.0, 'sampleSize': 0}]",NAV,TTSAILOR3026-10106535,23322,http://data.oceannetworks.ca/DeviceListing?DeviceId=23322,Thrane and Thrane SAILOR 10106535,True
2373,{'device': []},"[{'dateFrom': '2015-05-22T23:38:33.000Z', 'dateTo': None, 'samplePeriod': 10.0, 'sampleSize': 0}]",NAV,TTSAILOR3026-10106536,23516,http://data.oceannetworks.ca/DeviceListing?DeviceId=23516,Thrane and Thrane SAILOR 10106536,True
2374,{'device': []},"[{'dateFrom': '2020-06-02T16:05:30.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",LIDAR,TUMLIDAR001,47420,http://data.oceannetworks.ca/DeviceListing?DeviceId=47420,Technical University of Munich LiDAR SN001,True
2375,{'device': []},"[{'dateFrom': '2020-06-02T16:05:48.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",LIDAR,TUMLIDAR002,47440,http://data.oceannetworks.ca/DeviceListing?DeviceId=47440,Technical University of Munich LiDAR SN002,True
2376,{'device': []},"[{'dateFrom': '2020-06-02T16:05:01.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",BIOSPECTROMETER,TUMMINISPECTROMETER001,47400,http://data.oceannetworks.ca/DeviceListing?DeviceId=47400,Technical University of Munich Mini Spectrometer SN001,True
2377,{'device': []},"[{'dateFrom': '2020-06-02T16:05:16.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",MUONTRACKER,TUMMUONTRACKER001,47320,http://data.oceannetworks.ca/DeviceListing?DeviceId=47320,Technical University of Munich Muon Tracker SN001,True
2378,{'device': []},"[{'dateFrom': '2020-05-05T22:04:30.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",BIOSPECTROMETER,TUMPMTSPECTROMETER001,47321,http://data.oceannetworks.ca/DeviceListing?DeviceId=47321,Technical University of Munich Photomultiplier Tube Spectrometer SN001,True
2379,{'device': []},"[{'dateFrom': '2020-05-05T22:04:38.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",BIOSPECTROMETER,TUMPMTSPECTROMETER002,47340,http://data.oceannetworks.ca/DeviceListing?DeviceId=47340,Technical University of Munich Photomultiplier Tube Spectrometer SN002,True
2380,{'device': []},"[{'dateFrom': '2020-05-05T21:58:15.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",STANDARDMODULE,TUMSTANDARDMODULE001,47620,http://data.oceannetworks.ca/DeviceListing?DeviceId=47620,Technical University of Munich Standard Module SN001,True
2381,{'device': []},"[{'dateFrom': '2020-05-05T22:00:05.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",STANDARDMODULE,TUMSTANDARDMODULE003,47680,http://data.oceannetworks.ca/DeviceListing?DeviceId=47680,Technical University of Munich Standard Module SN003,True
2382,{'device': []},"[{'dateFrom': '2020-05-05T22:00:19.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",STANDARDMODULE,TUMSTANDARDMODULE004,48120,http://data.oceannetworks.ca/DeviceListing?DeviceId=48120,Technical University of Munich Standard Module SN004,True
2383,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2016-11-30T02:14:56.000Z', 'dateTo': '2018-08-12T19:38:45.000Z', 'samplePeriod': 1.0, 'sampleSize': 1}, {'dateFrom': '2018-08-12T19:38:45.000Z', 'dateTo': '2018-08-16T18:44:46.000Z', 'samplePeriod': 3.0, 'sampleSize': 1}, {'dateFrom': '2018-08-16T18:44:46.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-180747,23987,http://data.oceannetworks.ca/DeviceListing?DeviceId=23987,Turner Cyclops-7 Fluorometer (S/N 180747),True
2384,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-02-10T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-2013689,23431,http://data.oceannetworks.ca/DeviceListing?DeviceId=23431,Turner Cyclops-7 Fluorometer (S/N 2013689),True
2385,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-02-10T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-2013690,23432,http://data.oceannetworks.ca/DeviceListing?DeviceId=23432,Turner Cyclops-7 Fluorometer (S/N 2103690),True
2386,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-02-01T19:51:57.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-2013691,23433,http://data.oceannetworks.ca/DeviceListing?DeviceId=23433,Turner Cyclops-7 Fluorometer (S/N 2013691),True
2387,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-02-01T00:20:39.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-2013692,23434,http://data.oceannetworks.ca/DeviceListing?DeviceId=23434,Turner Cyclops-7 Fluorometer (S/N 2013692),True
2388,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-02-10T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-2013859,23436,http://data.oceannetworks.ca/DeviceListing?DeviceId=23436,Turner Cyclops-7 Fluorometer (S/N 2103859),True
2389,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-02-10T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-2013861,23437,http://data.oceannetworks.ca/DeviceListing?DeviceId=23437,Turner Cyclops-7 Fluorometer (S/N 2103861),True
2390,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-01-07T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-2103465,23389,http://data.oceannetworks.ca/DeviceListing?DeviceId=23389,Turner Cyclops-7 Fluorometer (S/N 2103465),True
2391,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-01-08T22:13:32.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-2103466,23390,http://data.oceannetworks.ca/DeviceListing?DeviceId=23390,Turner Cyclops-7 Fluorometer (S/N 2103466),True
2392,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-01-08T22:13:34.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-2103467,23391,http://data.oceannetworks.ca/DeviceListing?DeviceId=23391,Turner Cyclops-7 Fluorometer (S/N 2103467),True
2393,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-02-01T00:23:36.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-2103687,23435,http://data.oceannetworks.ca/DeviceListing?DeviceId=23435,Turner Cyclops-7 Fluorometer (S/N 2103687),True
2394,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2014-07-24T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-2104089,23806,http://data.oceannetworks.ca/DeviceListing?DeviceId=23806,Turner Cyclops-7 Fluorometer (S/N 2104089),True
2395,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1447/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-06-10T22:08:15.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CDOM,TURNERCYCLOPS7-21180252,31759,http://data.oceannetworks.ca/DeviceListing?DeviceId=31759,Turner Cyclops-7 Fluorometer (S/N 21180252),True
2396,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0368/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2019-03-13T15:52:21.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CDOM,TURNERCYCLOPS7-21180253,31799,http://data.oceannetworks.ca/DeviceListing?DeviceId=31799,Turner Cyclops-7 Fluorometer (S/N 21180253),True
2397,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1447/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2019-03-13T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-21180256,31661,http://data.oceannetworks.ca/DeviceListing?DeviceId=31661,Turner Cyclops-7 Fluorometer (S/N 21180256),True
2398,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2019-03-13T16:17:53.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-21180257,31699,http://data.oceannetworks.ca/DeviceListing?DeviceId=31699,Turner Cyclops-7 Fluorometer (S/N 21180257),True
2399,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2017-07-01T23:44:02.000Z', 'dateTo': None, 'samplePeriod': 1800.0, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-900042,24163,http://data.oceannetworks.ca/DeviceListing?DeviceId=24163,Turner Cyclops-7 Fluorometer (S/N 900042),True
2400,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2019-06-01T22:54:48.000Z', 'dateTo': None, 'samplePeriod': 1800.0, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-900049,28099,http://data.oceannetworks.ca/DeviceListing?DeviceId=28099,Turner Cyclops-7 Fluorometer (S/N 900049),True
2401,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2019-07-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-900052,27799,http://data.oceannetworks.ca/DeviceListing?DeviceId=27799,Turner Cyclops-7 Fluorometer (S/N 900052),True
2402,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1447/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2021-12-11T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",CRUDEOILFLUOROMETER,TURNERCYCLOPS7-900069,32219,http://data.oceannetworks.ca/DeviceListing?DeviceId=32219,Turner Cyclops-7 Fluorometer (S/N 900069),True
2403,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2018-12-05T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-900072,30119,http://data.oceannetworks.ca/DeviceListing?DeviceId=30119,Turner Cyclops-7 Fluorometer (S/N 900072),True
2404,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2018-12-05T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-900078,30099,http://data.oceannetworks.ca/DeviceListing?DeviceId=30099,Turner Cyclops-7 Fluorometer (S/N 900078),True
2405,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1447/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-05-14T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-900084,32199,http://data.oceannetworks.ca/DeviceListing?DeviceId=32199,Turner Cyclops-7 Fluorometer (S/N 900084),True
2406,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1447/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-05-14T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",CDOM,TURNERCYCLOPS7-900087,32179,http://data.oceannetworks.ca/DeviceListing?DeviceId=32179,Turner Cyclops-7 Fluorometer (S/N 900087),True
2407,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-03-02T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-900100,33199,http://data.oceannetworks.ca/DeviceListing?DeviceId=33199,Turner Cyclops-7 Fluorometer (S/N 900100),True
2408,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1447/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-05-26T22:58:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-900103,48280,http://data.oceannetworks.ca/DeviceListing?DeviceId=48280,Turner Cyclops-7 Fluorometer (S/N 900103),True
2409,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1447/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-07-22T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-900104,48261,http://data.oceannetworks.ca/DeviceListing?DeviceId=48261,Turner Cyclops-7 Fluorometer (S/N 900104),True
2410,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1447/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-05-14T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-900106,33239,http://data.oceannetworks.ca/DeviceListing?DeviceId=33239,Turner Cyclops-7 Fluorometer (S/N 900106),True
2411,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1447/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-05-26T23:15:55.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",CDOM,TURNERCYCLOPS7-900176,48400,http://data.oceannetworks.ca/DeviceListing?DeviceId=48400,Turner Cyclops-7 Fluorometer (S/N 900176),True
2412,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1447/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-07-22T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-900177,48320,http://data.oceannetworks.ca/DeviceListing?DeviceId=48320,Turner Cyclops-7 Fluorometer (S/N 900177),True
2413,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1447/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-05-14T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-900178,48260,http://data.oceannetworks.ca/DeviceListing?DeviceId=48260,Turner Cyclops-7 Fluorometer (S/N 900178),True
2414,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1447/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-07-22T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",CDOM,TURNERCYCLOPS7-900179,48380,http://data.oceannetworks.ca/DeviceListing?DeviceId=48380,Turner Cyclops-7 Fluorometer (S/N 900179),True
2415,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1447/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-07-22T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",CDOM,TURNERCYCLOPS7-900180,48420,http://data.oceannetworks.ca/DeviceListing?DeviceId=48420,Turner Cyclops-7 Fluorometer (S/N 900180),True
2416,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1447/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-05-25T20:35:51.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-900182,48300,http://data.oceannetworks.ca/DeviceListing?DeviceId=48300,Turner Cyclops-7 Fluorometer (S/N 900182),True
2417,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1447/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-05-14T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.167, 'sampleSize': 1}]",FLUOROMETER,TURNERCYCLOPS7-900183,48240,http://data.oceannetworks.ca/DeviceListing?DeviceId=48240,Turner Cyclops-7 Fluorometer (S/N 900183),True
